Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2026-01-03 12:02:00,1,A76,4,A69,3069.32,USD,3069.32,USD,Wire,0
2026-01-03 12:02:00,4,A104,2,A97,2547.52,USD,2547.52,USD,Wire,0
2026-01-03 12:02:00,0,A265,3,A258,2847.12,USD,2847.12,USD,Wire,0
2026-01-03 12:03:00,4,A84,2,A77,2413.94,USD,2413.94,USD,Wire,0
2026-01-03 12:03:00,1,A146,4,A139,3025.33,USD,3025.33,USD,Wire,0
2026-01-03 12:03:00,2,A152,3,A153,341.55,USD,341.55,USD,ACH,0
2026-01-03 12:03:00,0,A200,3,A193,1734.62,USD,1734.62,USD,Wire,0
2026-01-03 12:04:00,1,A61,4,A54,1858.87,USD,1858.87,USD,Wire,0
2026-01-03 12:04:00,1,A86,4,A79,2831.0,USD,2831.0,USD,Wire,0
2026-01-03 12:04:00,4,A204,2,A197,2495.85,USD,2495.85,USD,Wire,0
2026-01-03 12:04:00,1,A226,4,A219,2988.73,USD,2988.73,USD,Wire,0
2026-01-03 12:04:00,3,A263,1,A256,2691.71,USD,2691.71,USD,Wire,0
2026-01-03 12:04:00,0,A285,3,A278,2709.39,USD,2709.39,USD,Wire,0
2026-01-03 12:04:00,0,A295,0,A245,187.01,USD,187.01,USD,ACH,0
2026-01-03 12:04:00,2,A2,0,A295,2175.11,USD,2175.11,USD,Wire,0
2026-01-03 12:05:00,3,A213,1,A206,2642.63,USD,2642.63,USD,Wire,0
2026-01-03 12:06:00,3,A83,1,A76,2367.35,USD,2367.35,USD,Wire,0
2026-01-03 12:08:00,0,A275,3,A268,2958.13,USD,2958.13,USD,Wire,0
2026-01-03 12:09:00,1,A41,4,A34,2163.1,USD,2163.1,USD,Wire,0
2026-01-03 12:09:00,1,A61,3,A148,52.21,USD,52.21,USD,ACH,0
2026-01-03 12:09:00,0,A95,3,A88,2820.2,USD,2820.2,USD,Wire,0
2026-01-03 12:09:00,1,A166,4,A159,3028.77,USD,3028.77,USD,Wire,0
2026-01-03 12:10:00,3,A63,1,A56,2244.66,USD,2244.66,USD,Wire,0
2026-01-03 12:10:00,2,A112,0,A105,2284.1,USD,2284.1,USD,Wire,0
2026-01-03 12:10:00,1,A156,4,A149,3235.97,USD,3235.97,USD,Wire,0
2026-01-03 12:10:00,0,A230,0,A250,112.24,USD,112.24,USD,ACH,0
2026-01-03 12:11:00,2,A2,1,A71,1096.14,USD,1096.14,USD,ACH,0
2026-01-03 12:11:00,4,A259,2,A252,1791.1,USD,1791.1,USD,Wire,0
2026-01-03 12:11:00,4,A274,2,A267,2585.98,USD,2585.98,USD,Wire,0
2026-01-03 12:11:00,3,A293,1,A286,2684.77,USD,2684.77,USD,Wire,0
2026-01-03 12:12:00,0,A80,3,A73,1655.47,USD,1655.47,USD,Wire,0
2026-01-03 12:12:00,0,A75,3,A43,620.45,USD,620.45,USD,ACH,0
2026-01-03 12:12:00,1,A196,4,A189,3050.93,USD,3050.93,USD,Wire,0
2026-01-03 12:12:00,4,A239,2,A232,1519.56,USD,1519.56,USD,Wire,0
2026-01-03 12:12:00,3,A293,0,A135,104.77,USD,104.77,USD,ACH,0
2026-01-03 12:13:00,1,A46,3,A23,149.77,USD,149.77,USD,ACH,0
2026-01-03 12:13:00,2,A82,0,A75,2320.48,USD,2320.48,USD,Wire,0
2026-01-03 12:14:00,0,A10,3,A3,1699.13,USD,1699.13,USD,Wire,0
2026-01-03 12:14:00,0,A70,3,A63,1876.56,USD,1876.56,USD,Wire,0
2026-01-03 12:14:00,2,A287,0,A280,1093.51,USD,1093.51,USD,Wire,0
2026-01-03 12:15:00,3,A68,0,A0,725.8,USD,725.8,USD,ACH,0
2026-01-03 12:15:00,3,A78,0,A250,293.44,USD,293.44,USD,ACH,0
2026-01-03 12:15:00,4,A134,2,A127,2434.99,USD,2434.99,USD,Wire,0
2026-01-03 12:15:00,4,A284,4,A279,153.71,USD,153.71,USD,ACH,0
2026-01-03 12:16:00,4,A44,2,A37,2415.99,USD,2415.99,USD,Wire,0
2026-01-03 12:16:00,1,A101,4,A94,1994.06,USD,1994.06,USD,Wire,0
2026-01-03 12:16:00,4,A139,2,A132,1765.18,USD,1765.18,USD,Wire,0
2026-01-03 12:16:00,3,A193,1,A186,2649.25,USD,2649.25,USD,Wire,0
2026-01-03 12:16:00,3,A283,1,A276,2320.26,USD,2320.26,USD,Wire,0
2026-01-03 12:17:00,2,A62,0,A55,2174.32,USD,2174.32,USD,Wire,0
2026-01-03 12:17:00,3,A263,3,A28,205.8,USD,205.8,USD,ACH,0
2026-01-03 12:17:00,3,A278,1,A271,1659.02,USD,1659.02,USD,Wire,0
2026-01-03 12:18:00,1,A66,4,A59,3022.11,USD,3022.11,USD,Wire,0
2026-01-03 12:18:00,4,A159,0,A130,806.72,USD,806.72,USD,ACH,0
2026-01-03 12:18:00,1,A171,4,A164,1890.55,USD,1890.55,USD,Wire,0
2026-01-03 12:19:00,0,A185,1,A246,392.46,USD,392.46,USD,ACH,1
2026-01-03 12:19:00,0,A205,3,A198,2737.07,USD,2737.07,USD,Wire,0
2026-01-03 12:20:00,3,A28,1,A41,2703.16,USD,2703.16,USD,Wire,0
2026-01-03 12:20:00,0,A105,1,A81,513.62,USD,513.62,USD,ACH,0
2026-01-03 12:20:00,0,A255,3,A268,2122.42,USD,2122.42,USD,Wire,0
2026-01-03 12:21:00,2,A212,0,A225,1559.31,USD,1559.31,USD,Wire,0
2026-01-03 12:21:00,0,A275,4,A14,1191.55,USD,1191.55,USD,ACH,0
2026-01-03 12:22:00,4,A69,2,A82,3008.95,USD,3008.95,USD,Wire,0
2026-01-03 12:22:00,3,A83,4,A44,234.05,USD,234.05,USD,ACH,0
2026-01-03 12:22:00,2,A97,0,A110,2411.72,USD,2411.72,USD,Wire,0
2026-01-03 12:22:00,3,A258,1,A271,2655.01,USD,2655.01,USD,Wire,0
2026-01-03 12:23:00,2,A77,0,A90,2266.39,USD,2266.39,USD,Wire,0
2026-01-03 12:23:00,4,A139,2,A152,2944.53,USD,2944.53,USD,Wire,0
2026-01-03 12:23:00,3,A193,1,A206,1604.96,USD,1604.96,USD,Wire,0
2026-01-03 12:24:00,4,A54,2,A67,1724.0,USD,1724.0,USD,Wire,0
2026-01-03 12:24:00,3,A63,4,A229,162.76,USD,162.76,USD,ACH,0
2026-01-03 12:24:00,4,A79,2,A92,2752.34,USD,2752.34,USD,Wire,0
2026-01-03 12:24:00,2,A172,3,A3,370.54,USD,370.54,USD,ACH,0
2026-01-03 12:24:00,2,A197,0,A210,2369.92,USD,2369.92,USD,Wire,0
2026-01-03 12:24:00,4,A219,2,A232,2696.94,USD,2696.94,USD,Wire,0
2026-01-03 12:24:00,1,A256,4,A269,2576.24,USD,2576.24,USD,Wire,0
2026-01-03 12:24:00,3,A278,1,A291,2527.12,USD,2527.12,USD,Wire,0
2026-01-03 12:24:00,0,A295,3,A8,2013.05,USD,2013.05,USD,Wire,0
2026-01-03 12:25:00,1,A206,4,A219,2572.8,USD,2572.8,USD,Wire,0
2026-01-03 12:26:00,4,A44,1,A11,252.46,USD,252.46,USD,ACH,0
2026-01-03 12:26:00,1,A76,4,A89,2318.13,USD,2318.13,USD,Wire,0
2026-01-03 12:28:00,3,A268,1,A281,2914.24,USD,2914.24,USD,Wire,0
2026-01-03 12:29:00,4,A34,2,A47,2038.14,USD,2038.14,USD,Wire,0
2026-01-03 12:29:00,3,A88,1,A101,2698.42,USD,2698.42,USD,Wire,0
2026-01-03 12:29:00,4,A159,2,A172,2770.51,USD,2770.51,USD,Wire,0
2026-01-03 12:29:00,4,A219,1,A291,99.89,USD,99.89,USD,ACH,0
2026-01-03 12:30:00,1,A56,4,A69,2146.41,USD,2146.41,USD,Wire,0
2026-01-03 12:30:00,0,A105,3,A118,2219.97,USD,2219.97,USD,Wire,0
2026-01-03 12:30:00,4,A149,2,A162,3183.74,USD,3183.74,USD,Wire,0
2026-01-03 12:31:00,2,A252,0,A265,1693.81,USD,1693.81,USD,Wire,0
2026-01-03 12:31:00,2,A267,0,A280,2508.8,USD,2508.8,USD,Wire,0
2026-01-03 12:31:00,1,A286,4,A299,2557.2,USD,2557.2,USD,Wire,0
2026-01-03 12:32:00,1,A41,1,A216,157.93,USD,157.93,USD,ACH,0
2026-01-03 12:32:00,3,A73,1,A86,1531.25,USD,1531.25,USD,Wire,0
2026-01-03 12:32:00,4,A189,2,A202,2999.43,USD,2999.43,USD,Wire,0
2026-01-03 12:32:00,2,A232,0,A245,1503.96,USD,1503.96,USD,Wire,0
2026-01-03 12:33:00,0,A75,3,A88,2285.39,USD,2285.39,USD,Wire,0
2026-01-03 12:34:00,3,A3,1,A16,1636.46,USD,1636.46,USD,Wire,0
2026-01-03 12:34:00,3,A63,1,A76,1699.96,USD,1699.96,USD,Wire,0
2026-01-03 12:34:00,0,A280,3,A293,986.97,USD,986.97,USD,Wire,0
2026-01-03 12:35:00,2,A127,0,A140,2233.67,USD,2233.67,USD,Wire,0
2026-01-03 12:36:00,2,A37,0,A50,2188.23,USD,2188.23,USD,Wire,0
2026-01-03 12:36:00,1,A56,0,A50,408.97,USD,408.97,USD,ACH,0
2026-01-03 12:36:00,4,A94,2,A107,1953.02,USD,1953.02,USD,Wire,0
2026-01-03 12:36:00,2,A132,0,A145,1648.12,USD,1648.12,USD,Wire,0
2026-01-03 12:36:00,0,A165,3,A88,207.07,USD,207.07,USD,ACH,0
2026-01-03 12:36:00,1,A186,4,A199,2482.25,USD,2482.25,USD,Wire,0
2026-01-03 12:36:00,1,A276,4,A289,2188.04,USD,2188.04,USD,Wire,0
2026-01-03 12:36:00,4,A299,3,A43,1559.12,USD,1559.12,USD,ACH,0
2026-01-03 12:37:00,0,A25,2,A207,146.72,USD,146.72,USD,ACH,0
2026-01-03 12:37:00,0,A55,3,A68,2127.22,USD,2127.22,USD,Wire,0
2026-01-03 12:37:00,1,A271,4,A284,1498.96,USD,1498.96,USD,Wire,0
2026-01-03 12:38:00,4,A59,2,A72,2939.37,USD,2939.37,USD,Wire,0
2026-01-03 12:38:00,1,A66,3,A13,175.07,USD,175.07,USD,ACH,0
2026-01-03 12:38:00,2,A147,0,A45,321.39,USD,321.39,USD,ACH,0
2026-01-03 12:38:00,4,A164,2,A177,1783.88,USD,1783.88,USD,Wire,0
2026-01-03 12:39:00,3,A198,1,A211,2701.69,USD,2701.69,USD,Wire,0
2026-01-03 12:42:00,3,A258,2,A152,321.18,USD,321.18,USD,ACH,0
2026-01-03 12:43:00,1,A16,0,A30,52.3,USD,52.3,USD,ACH,0
2026-01-03 12:44:00,2,A192,1,A251,55.08,USD,55.08,USD,ACH,0
2026-01-03 12:44:00,4,A249,3,A173,4150.19,USD,4150.19,USD,ACH,0
2026-01-03 12:46:00,2,A197,3,A73,432.84,USD,432.84,USD,ACH,0
2026-01-03 12:46:00,3,A203,0,A185,173.49,USD,173.49,USD,ACH,0
2026-01-03 12:47:00,0,A5,2,A142,400.19,USD,400.19,USD,ACH,0
2026-01-03 12:47:00,1,A11,2,A267,201.59,USD,201.59,USD,ACH,0
2026-01-03 12:48:00,1,A141,3,A173,51.09,USD,51.09,USD,ACH,0
2026-01-03 12:53:00,4,A154,4,A229,127.13,USD,127.13,USD,ACH,0
2026-01-03 12:53:00,3,A253,4,A89,773.33,USD,773.33,USD,ACH,0
2026-01-03 12:55:00,4,A94,2,A122,146.61,USD,146.61,USD,ACH,0
2026-01-03 12:55:00,4,A204,0,A100,535.46,USD,535.46,USD,ACH,0
2026-01-03 12:56:00,0,A55,0,A80,293.45,USD,293.45,USD,ACH,0
2026-01-03 12:56:00,0,A275,2,A2,592.78,USD,592.78,USD,ACH,0
2026-01-03 12:57:00,0,A160,3,A108,141.81,USD,141.81,USD,ACH,0
2026-01-03 12:58:00,3,A298,4,A49,385.71,USD,385.71,USD,ACH,0
2026-01-03 12:59:00,2,A202,3,A278,80.49,USD,80.49,USD,ACH,0
2026-01-03 13:00:00,1,A31,3,A58,235.05,USD,235.05,USD,ACH,0
2026-01-03 13:01:00,4,A124,4,A159,499.74,USD,499.74,USD,ACH,0
2026-01-03 13:04:00,0,A240,1,A146,231.53,USD,231.53,USD,ACH,0
2026-01-03 13:08:00,4,A9,2,A212,685.85,USD,685.85,USD,ACH,0
2026-01-03 13:08:00,1,A126,4,A54,211.12,USD,211.12,USD,ACH,0
2026-01-03 13:08:00,2,A132,4,A169,411.91,USD,411.91,USD,ACH,0
2026-01-03 13:08:00,4,A229,0,A130,788.1,USD,788.1,USD,ACH,0
2026-01-03 13:09:00,1,A221,2,A297,422.41,USD,422.41,USD,ACH,0
2026-01-03 13:10:00,4,A234,2,A167,241.11,USD,241.11,USD,ACH,1
2026-01-03 13:10:00,3,A253,1,A116,116.98,USD,116.98,USD,ACH,0
2026-01-03 13:16:00,1,A281,3,A213,97.59,USD,97.59,USD,ACH,0
2026-01-03 13:19:00,0,A195,2,A82,98.58,USD,98.58,USD,ACH,0
2026-01-03 13:20:00,2,A217,0,A115,486.18,USD,486.18,USD,ACH,0
2026-01-03 13:24:00,1,A46,2,A22,1261.28,USD,1261.28,USD,ACH,1
2026-01-03 13:24:00,1,A61,2,A32,194.54,USD,194.54,USD,ACH,0
2026-01-03 13:24:00,0,A150,4,A184,534.23,USD,534.23,USD,ACH,0
2026-01-03 13:25:00,2,A267,4,A239,177.98,USD,177.98,USD,ACH,0
2026-01-03 13:29:00,0,A0,1,A281,655.15,USD,655.15,USD,ACH,0
2026-01-03 13:31:00,0,A290,3,A63,369.83,USD,369.83,USD,ACH,0
2026-01-03 13:33:00,3,A78,1,A106,1300.4,USD,1300.4,USD,ACH,0
2026-01-03 13:34:00,0,A65,3,A138,436.25,USD,436.25,USD,ACH,0
2026-01-03 13:36:00,3,A173,2,A272,946.26,USD,946.26,USD,ACH,0
2026-01-03 13:42:00,1,A21,4,A89,125.62,USD,125.62,USD,ACH,0
2026-01-03 13:42:00,0,A115,0,A185,720.24,USD,720.24,USD,ACH,0
2026-01-03 13:44:00,1,A111,0,A45,128.93,USD,128.93,USD,ACH,0
2026-01-03 13:46:00,0,A160,0,A165,317.05,USD,317.05,USD,ACH,0
2026-01-03 13:47:00,1,A196,1,A81,907.46,USD,907.46,USD,ACH,0
2026-01-03 13:49:00,2,A277,1,A121,704.94,USD,704.94,USD,ACH,0
2026-01-03 13:51:00,3,A98,3,A8,542.37,USD,542.37,USD,ACH,0
2026-01-03 13:51:00,3,A143,1,A26,136.44,USD,136.44,USD,ACH,0
2026-01-03 13:52:00,0,A40,2,A227,215.91,USD,215.91,USD,ACH,0
2026-01-03 13:56:00,0,A45,2,A272,1171.6,USD,1171.6,USD,ACH,0
2026-01-03 13:56:00,3,A68,2,A27,759.5,USD,759.5,USD,ACH,0
2026-01-03 13:57:00,4,A99,3,A138,628.35,USD,628.35,USD,ACH,0
2026-01-03 13:57:00,3,A198,0,A185,352.58,USD,352.58,USD,ACH,1
2026-01-03 13:58:00,4,A44,0,A200,123.74,USD,123.74,USD,ACH,0
2026-01-03 13:58:00,4,A119,2,A247,426.0,USD,426.0,USD,ACH,0
2026-01-03 13:58:00,0,A185,3,A243,1447.9,USD,1447.9,USD,ACH,0
2026-01-03 13:58:00,4,A244,3,A168,533.37,USD,533.37,USD,ACH,1
2026-01-03 14:01:00,4,A174,2,A97,765.47,USD,765.47,USD,ACH,0
2026-01-03 14:02:00,1,A26,0,A120,247.48,USD,247.48,USD,ACH,0
2026-01-03 14:04:00,2,A77,3,A193,919.21,USD,919.21,USD,ACH,0
2026-01-03 14:05:00,3,A218,1,A36,644.3,USD,644.3,USD,ACH,0
2026-01-03 14:05:00,2,A242,3,A83,128.83,USD,128.83,USD,ACH,0
2026-01-03 14:06:00,0,A80,1,A276,310.82,USD,310.82,USD,ACH,0
2026-01-03 14:06:00,0,A175,4,A289,594.29,USD,594.29,USD,ACH,0
2026-01-03 14:06:00,4,A264,3,A108,561.21,USD,561.21,USD,ACH,0
2026-01-03 14:09:00,3,A213,1,A6,1493.72,USD,1493.72,USD,ACH,0
2026-01-03 14:12:00,1,A266,3,A163,507.14,USD,507.14,USD,ACH,0
2026-01-03 14:12:00,2,A282,3,A178,197.52,USD,197.52,USD,ACH,0
2026-01-03 14:16:00,4,A19,2,A67,997.73,USD,997.73,USD,ACH,0
2026-01-03 14:21:00,1,A286,4,A229,774.41,USD,774.41,USD,ACH,0
2026-01-03 14:23:00,0,A205,4,A24,179.37,USD,179.37,USD,ACH,0
2026-01-03 14:24:00,1,A106,0,A100,248.91,USD,248.91,USD,ACH,0
2026-01-03 14:27:00,1,A121,4,A99,151.54,USD,151.54,USD,ACH,0
2026-01-03 14:29:00,1,A81,4,A14,335.9,USD,335.9,USD,ACH,0
2026-01-03 14:30:00,3,A108,3,A83,878.2,USD,878.2,USD,ACH,0
2026-01-03 14:32:00,0,A120,3,A143,121.49,USD,121.49,USD,ACH,0
2026-01-03 14:32:00,4,A264,3,A218,251.1,USD,251.1,USD,ACH,0
2026-01-03 14:33:00,0,A180,2,A22,421.04,USD,421.04,USD,ACH,0
2026-01-03 14:34:00,2,A27,2,A82,189.28,USD,189.28,USD,ACH,0
2026-01-03 14:37:00,3,A138,1,A111,368.01,USD,368.01,USD,ACH,0
2026-01-03 14:38:00,1,A191,2,A67,447.67,USD,447.67,USD,ACH,0
2026-01-03 14:39:00,4,A224,3,A33,151.81,USD,151.81,USD,ACH,0
2026-01-03 14:40:00,2,A22,3,A118,272.44,USD,272.44,USD,ACH,0
2026-01-03 14:41:00,1,A126,3,A93,2009.05,USD,2009.05,USD,ACH,0
2026-01-03 14:43:00,1,A211,2,A27,154.4,USD,154.4,USD,ACH,0
2026-01-03 14:44:00,2,A67,3,A113,291.13,USD,291.13,USD,ACH,0
2026-01-03 14:44:00,3,A118,1,A171,427.13,USD,427.13,USD,ACH,1
2026-01-03 14:44:00,2,A172,3,A3,174.5,USD,174.5,USD,ACH,0
2026-01-03 14:46:00,4,A129,0,A170,574.04,USD,574.04,USD,ACH,0
2026-01-03 14:46:00,4,A254,0,A20,378.75,USD,378.75,USD,ACH,1
2026-01-03 14:47:00,3,A133,1,A46,245.07,USD,245.07,USD,ACH,0
2026-01-03 14:47:00,4,A134,2,A32,203.93,USD,203.93,USD,ACH,0
2026-01-03 14:51:00,3,A28,3,A213,415.36,USD,415.36,USD,ACH,0
2026-01-03 14:52:00,2,A52,3,A3,131.73,USD,131.73,USD,ACH,0
2026-01-03 14:52:00,4,A109,3,A268,972.04,USD,972.04,USD,ACH,0
2026-01-03 14:53:00,0,A255,1,A251,653.09,USD,653.09,USD,ACH,0
2026-01-03 14:54:00,1,A76,2,A242,668.89,USD,668.89,USD,ACH,0
2026-01-03 14:56:00,3,A3,2,A97,135.49,USD,135.49,USD,ACH,0
2026-01-03 14:56:00,3,A133,0,A170,240.23,USD,240.23,USD,ACH,0
2026-01-03 14:56:00,0,A260,0,A175,384.43,USD,384.43,USD,ACH,0
2026-01-03 14:56:00,0,A265,0,A215,343.72,USD,343.72,USD,ACH,0
2026-01-03 14:58:00,2,A252,0,A190,1095.77,USD,1095.77,USD,ACH,0
2026-01-03 14:59:00,1,A146,0,A25,1226.58,USD,1226.58,USD,ACH,0
2026-01-03 15:01:00,0,A30,4,A279,693.46,USD,693.46,USD,ACH,0
2026-01-03 15:01:00,0,A55,1,A206,606.46,USD,606.46,USD,ACH,0
2026-01-03 15:03:00,3,A13,3,A298,161.05,USD,161.05,USD,ACH,0
2026-01-03 15:06:00,0,A50,0,A235,116.86,USD,116.86,USD,ACH,0
2026-01-03 15:06:00,2,A272,3,A8,588.28,USD,588.28,USD,ACH,0
2026-01-03 15:07:00,1,A276,0,A275,1156.87,USD,1156.87,USD,ACH,0
2026-01-03 15:07:00,2,A287,4,A114,668.35,USD,668.35,USD,ACH,0
2026-01-03 15:09:00,1,A241,1,A21,346.43,USD,346.43,USD,ACH,0
2026-01-03 15:10:00,1,A266,4,A299,269.77,USD,269.77,USD,ACH,0
2026-01-03 15:13:00,0,A285,3,A123,245.67,USD,245.67,USD,ACH,0
2026-01-03 15:15:00,1,A91,3,A248,210.73,USD,210.73,USD,ACH,0
2026-01-03 15:16:00,0,A235,3,A68,710.78,USD,710.78,USD,ACH,0
2026-01-03 15:16:00,3,A288,0,A120,295.72,USD,295.72,USD,ACH,0
2026-01-03 15:17:00,1,A96,0,A50,583.71,USD,583.71,USD,ACH,0
2026-01-03 15:17:00,0,A110,3,A68,168.76,USD,168.76,USD,ACH,0
2026-01-03 15:19:00,3,A48,2,A112,594.33,USD,594.33,USD,ACH,0
2026-01-03 15:19:00,2,A132,2,A27,273.37,USD,273.37,USD,ACH,0
2026-01-03 15:19:00,0,A295,3,A23,161.17,USD,161.17,USD,ACH,0
2026-01-03 15:24:00,2,A112,4,A34,546.86,USD,546.86,USD,ACH,0
2026-01-03 15:27:00,3,A248,4,A39,387.35,USD,387.35,USD,ACH,0
2026-01-03 15:29:00,2,A17,3,A253,608.47,USD,608.47,USD,ACH,0
2026-01-03 15:29:00,1,A111,3,A103,258.11,USD,258.11,USD,ACH,0
2026-01-03 15:30:00,2,A142,4,A279,651.85,USD,651.85,USD,ACH,0
2026-01-03 15:30:00,0,A225,0,A265,215.63,USD,215.63,USD,ACH,0
2026-01-03 15:31:00,0,A270,1,A296,115.58,USD,115.58,USD,ACH,0
2026-01-03 15:32:00,3,A63,0,A185,540.7,USD,540.7,USD,ACH,0
2026-01-03 15:32:00,3,A98,0,A120,701.66,USD,701.66,USD,ACH,0
2026-01-03 15:33:00,3,A23,3,A103,458.21,USD,458.21,USD,ACH,0
2026-01-03 15:33:00,0,A95,2,A287,378.69,USD,378.69,USD,ACH,0
2026-01-03 15:35:00,3,A223,0,A140,465.06,USD,465.06,USD,ACH,0
2026-01-03 15:35:00,1,A251,1,A66,226.44,USD,226.44,USD,ACH,0
2026-01-03 15:39:00,4,A34,4,A94,818.08,USD,818.08,USD,ACH,0
2026-01-03 15:39:00,2,A87,0,A205,253.81,USD,253.81,USD,ACH,0
2026-01-03 15:40:00,2,A107,4,A99,170.24,USD,170.24,USD,ACH,0
2026-01-03 15:40:00,0,A140,0,A50,292.38,USD,292.38,USD,ACH,0
2026-01-03 15:41:00,0,A45,2,A252,185.44,USD,185.44,USD,ACH,0
2026-01-03 15:42:00,4,A214,3,A53,294.72,USD,294.72,USD,ACH,0
2026-01-03 15:46:00,3,A103,1,A86,585.59,USD,585.59,USD,ACH,0
2026-01-03 15:47:00,1,A221,0,A15,108.36,USD,108.36,USD,ACH,0
2026-01-03 15:48:00,0,A40,0,A190,251.26,USD,251.26,USD,ACH,0
2026-01-03 15:51:00,1,A36,1,A221,143.06,USD,143.06,USD,ACH,1
2026-01-03 15:53:00,1,A246,3,A248,1441.09,USD,1441.09,USD,ACH,0
2026-01-03 15:54:00,3,A43,3,A253,351.09,USD,351.09,USD,ACH,0
2026-01-03 15:54:00,3,A273,1,A206,2192.02,USD,2192.02,USD,ACH,0
2026-01-03 15:55:00,2,A97,1,A201,327.6,USD,327.6,USD,ACH,0
2026-01-03 15:55:00,3,A163,4,A209,613.02,USD,613.02,USD,ACH,0
2026-01-03 16:00:00,3,A108,2,A297,479.63,USD,479.63,USD,ACH,0
2026-01-03 16:02:00,4,A114,1,A221,347.57,USD,347.57,USD,ACH,0
2026-01-03 16:02:00,2,A147,0,A140,237.54,USD,237.54,USD,ACH,0
2026-01-03 16:03:00,2,A127,3,A233,2116.83,USD,2116.83,USD,ACH,0
2026-01-03 16:04:00,3,A268,3,A88,385.67,USD,385.67,USD,ACH,0
2026-01-03 16:06:00,4,A24,3,A48,373.08,USD,373.08,USD,ACH,0
2026-01-03 16:07:00,2,A47,4,A264,2859.95,USD,2859.95,USD,ACH,0
2026-01-03 16:07:00,3,A53,1,A16,507.17,USD,507.17,USD,ACH,0
2026-01-03 16:07:00,0,A210,2,A47,259.75,USD,259.75,USD,ACH,0
2026-01-03 16:12:00,4,A74,2,A162,567.91,USD,567.91,USD,ACH,0
2026-01-03 16:16:00,3,A168,3,A213,1749.37,USD,1749.37,USD,ACH,0
2026-01-03 16:20:00,2,A12,3,A148,272.5,USD,272.5,USD,ACH,0
2026-01-03 16:21:00,2,A282,3,A203,142.92,USD,142.92,USD,ACH,0
2026-01-03 16:25:00,3,A158,0,A170,297.03,USD,297.03,USD,ACH,0
2026-01-03 16:27:00,4,A24,2,A152,282.05,USD,282.05,USD,ACH,0
2026-01-03 16:27:00,3,A248,4,A129,613.05,USD,613.05,USD,ACH,0
2026-01-03 16:28:00,2,A237,4,A149,878.17,USD,878.17,USD,ACH,0
2026-01-03 16:37:00,2,A47,2,A62,87.6,USD,87.6,USD,ACH,0
2026-01-03 16:38:00,2,A177,0,A150,1062.09,USD,1062.09,USD,ACH,0
2026-01-03 16:39:00,2,A192,0,A245,403.27,USD,403.27,USD,ACH,0
2026-01-03 16:42:00,3,A153,3,A218,386.4,USD,386.4,USD,ACH,0
2026-01-03 16:43:00,3,A183,4,A9,461.27,USD,461.27,USD,ACH,0
2026-01-03 16:45:00,4,A134,3,A13,349.37,USD,349.37,USD,ACH,0
2026-01-03 16:45:00,1,A201,0,A135,386.6,USD,386.6,USD,ACH,0
2026-01-03 16:48:00,2,A262,3,A228,165.54,USD,165.54,USD,ACH,0
2026-01-03 16:49:00,1,A51,3,A38,227.78,USD,227.78,USD,ACH,0
2026-01-03 16:49:00,4,A114,3,A168,644.84,USD,644.84,USD,ACH,0
2026-01-03 16:49:00,3,A273,4,A14,185.17,USD,185.17,USD,ACH,0
2026-01-03 16:51:00,3,A188,2,A282,761.08,USD,761.08,USD,ACH,1
2026-01-03 16:52:00,0,A15,2,A102,516.49,USD,516.49,USD,ACH,0
2026-01-03 16:52:00,1,A186,3,A43,416.61,USD,416.61,USD,ACH,0
2026-01-03 16:52:00,2,A247,0,A105,2140.42,USD,2140.42,USD,ACH,0
2026-01-03 16:54:00,2,A237,0,A125,612.81,USD,612.81,USD,ACH,0
2026-01-03 16:54:00,3,A278,4,A249,1125.96,USD,1125.96,USD,ACH,0
2026-01-03 16:57:00,4,A59,3,A3,1663.87,USD,1663.87,USD,ACH,0
2026-01-03 16:57:00,4,A69,1,A281,955.03,USD,955.03,USD,ACH,0
2026-01-03 16:58:00,2,A137,4,A179,257.86,USD,257.86,USD,ACH,0
2026-01-03 17:00:00,2,A247,0,A45,385.72,USD,385.72,USD,ACH,0
2026-01-03 17:02:00,0,A60,1,A266,209.6,USD,209.6,USD,ACH,0
2026-01-03 17:02:00,3,A228,0,A220,784.37,USD,784.37,USD,ACH,0
2026-01-03 17:07:00,4,A4,2,A92,793.85,USD,793.85,USD,ACH,0
2026-01-03 17:08:00,3,A298,4,A164,716.95,USD,716.95,USD,ACH,0
2026-01-03 17:10:00,2,A97,1,A291,1136.34,USD,1136.34,USD,ACH,0
2026-01-03 17:10:00,3,A123,3,A98,237.68,USD,237.68,USD,ACH,0
2026-01-03 17:11:00,0,A15,0,A285,361.87,USD,361.87,USD,ACH,0
2026-01-03 17:12:00,2,A82,1,A251,560.69,USD,560.69,USD,ACH,0
2026-01-03 17:12:00,3,A183,1,A191,784.25,USD,784.25,USD,ACH,0
2026-01-03 17:15:00,1,A141,2,A157,249.36,USD,249.36,USD,ACH,0
2026-01-03 17:16:00,3,A8,0,A225,171.17,USD,171.17,USD,ACH,1
2026-01-03 17:18:00,1,A66,4,A4,555.99,USD,555.99,USD,ACH,0
2026-01-03 17:20:00,2,A62,3,A93,78.71,USD,78.71,USD,ACH,0
2026-01-03 17:20:00,0,A155,3,A173,648.96,USD,648.96,USD,ACH,0
